# KMOS3D -- Wisnioski, Foerster Schreiber, Fossati, et al. 2019, ApJ 886, 124, 'The KMOS3D Survey: data release and
# final survey paper' (arXiv:1909.11096v1). VizieR J/ApJ/886/124 (doi:10.26093/cds/vizier.18860124), tables 5 and 6.
# SOURCE table5: https://cdsarc.cds.unistra.fr/ftp/J/ApJ/886/124/table5.dat sha256 24b1b12ec42c1d2dfc6aca7d3e965fd78b3c8ff9a68e36a7441f9a1448196a95
# SOURCE table6: https://cdsarc.cds.unistra.fr/ftp/J/ApJ/886/124/table6.dat sha256 fb37854047c6fb2d2e77db28f439e553e12afea3227052238bd48d3ebc804459
# SOURCE ReadMe: https://cdsarc.cds.unistra.fr/ftp/J/ApJ/886/124/ReadMe sha256 7c0c129531f823c1cc603a195667c6c2b2e19f308a2c095868a9d5d2c62627bf
# CROSS-CHECK: MPE release catalogs https://www.mpe.mpg.de/resources/KMOS3D/catalogs/k3d_fnlsp_table_v3.fits.tgz (extracted) (sha256 be2716e3e73755c03b94e55f1ae8aaf8f447434eeefef9a3e45a97ad302b1dea)
#   and https://www.mpe.mpg.de/resources/KMOS3D/catalogs/k3d_fnlsp_table_hafits_v3.fits.tgz (extracted) (sha256 7ef8269d19e95652dc0f7891e4a1c42a03c45393aadc0f8b0ec0815237398711):
#   row counts 785/739, identical ID sets, and z / logM* / R_half agree (validator PASS). Source files in
#   02_galaxy_dynamics/highz_data/_src/ (gitignored, not committed). Built by scripts/highz_ingest_rc41_g17_kmos3d.py.
#
# *** NO KINEMATICS: the KMOS3D data release publishes NO rotation velocity, NO circular velocity, NO gas or baryonic
# *** mass and NO fDM per galaxy (VizieR table5/table6 and the MPE FITS contain none). sigma_int_kms is an
# *** aperture-integrated line width (1.5" radius circular aperture) -- NOT a disk sigma0 and NOT a rotation proxy.
# *** This file CANNOT feed the V^2/R or BTFR a0 routes by itself. It supplies z, M*, R_e and the ID crosswalk
# *** (original targeting IDs like U3_21388 -> KMOS3D U4_29145) used to de-duplicate RC41/RC100.
# PRESSURE SUPPORT: N/A (no rotation velocity in this release).
#
# CONVENTIONS (arXiv:1909.11096v1 Sec. 1, quoted): 'We assume a LambdaCDM cosmology with H0 = 70 km s-1 Mpc-1,
# Omega_m = 0.3, and Omega_Lambda = 0.7' ... 'Chabrier (2003) initial mass function.'
#
# COLUMNS (VizieR labels; explanations quoted from the ReadMe byte-by-byte description):
#   kmos3d_id=ID 'KMOS^3D^ unique identifier'; field=Field; target_id=Target 'KMOS^3D^ original targeting identifier'
#   ('KMOS3D ID when targeted, with field and 3D-HST (v2 or v4 catalog) object ID'); id_skelton14=S14 (NA for 99999)
#   z_kmos3d=z 'Measured KMOS3D redshift' (NA for -9999); zqual_flag=q_z '1 = redshift/detection is uncertain;
#   0 = redshift is secure; -1 = Non-detection'; z_target=zTar 'Best known redshift at time of observation from 3D-HST'
#   logMstar=M* 'Stellar mass' [log Msun] 'Derived from SED modeling following Wuyts+ (2011) ... FAST ... Bruzual &
#   Charlot (2003); Chabrier (2003) IMF; solar metallicity; Exponentially declining SFH with tau>300Myr'
#   Reff_H_arcsec=ReffH 'CANDELS H band major axis effective radius' [arcsec]; e_Reff_H_arcsec=e_ReffH (NA for -999)
#   q_H=Q 'CANDELS H band axis ratio'; e_q_H=e_Q; hband_source_flag=HFlag '1 = H-band fit from van der Wel+ (2012);
#   2 = H-band fit from Lang+ 2014'; sfr_Msun_yr=SFR 'From ladder of SFR indicators assuming a Chabrier (2003) IMF';
#   sfr_type_flag=f_SFR (5..1 = 160um/100um/70um/24um/SED); Av_mag=Av; primary_flag=P '1 = targeted as a primary
#   KMOS3D target, 0 = serendipitous galaxy detection'; addgal_flag=Add; seg_flag=Seg '1 = possible issues with
#   photometry and derived parameters resulting from over or under segmentation'; band=Band; psf_fwhm_arcsec=FWHM
#   'FWHM of Moffat model PSF; minor axis'; ra_deg, dec_deg = RAdeg, DEdeg (J2000).
#   From table6 (joined on ID; NA where absent): z_Ha=z 'Redshift (vacuum) from H{alpha} line fit' (1.5" aperture);
#   e_z_Ha; sigma_int_kms=sigma 'Velocity dispersion' -- 'Properties from Gaussian line profile fits to the
#   spatially-integrated spectrum of each galaxy extracted in a circular aperture of 1.5" radius. The velocity
#   dispersion is corrected for the instrumental resolution'; e_sigma_int_kms; Ha_fit_flag=Flag '0 = reliable fit'
#   (-3 no fit, -2/-1 upper limits, 1 unreliable; value 2 also occurs, undocumented in the ReadMe note).
#   Omitted: File, Exp, Res, Ksmag, UMag, VMag, JMag, Ap, FHa, e_FHa, FCor.
#   derived_kpc_per_arcsec = proper kpc per arcsec at z_kmos3d for astropy FlatLambdaCDM(H0=70, Om0=0.3) (the paper's
#   cosmology; reproduces RC41 Table 1 col 7 and G17 Table 1 'kpc/arcsec'); derived_Reff_H_kpc = that x Reff_H_arcsec.
#   NA when z_kmos3d is missing (z_target is deliberately NOT substituted).
#   in_RC41/RC41_row: ID or target_id matches an RC41 alias; in_RC100/RC100_idx: matches an RC100 name directly
#   (RC100_match=id_or_target) or through the matched RC41 row (via_RC41_alias); in_G17 likewise.
#
# OVERLAP: 69 rows overlap RC100 and 20 overlap RC41 by ID. RC100 names with a
# KMOS3D-style field prefix that matched no KMOS3D row: none.
# 785 rows = 739 primary targets + 46 serendipitous detections (primary_flag=0): count galaxies with primary_flag=1,
# not rows. All RC41/RC100-overlapping rows are primary targets.
# 158 rows have no measured z_kmos3d (-9999 in source) and 125 have no sigma_int_kms. NA = not given.
# DE-DUPLICATION TRAP: Uebler+2017 (VizieR J/ApJ/842/121, the KMOS3D Tully-Fisher sample) is ID-less (sequence
# numbers only), so it cannot be de-duplicated against this file, RC41 or RC100 by ID.
kmos3d_id,field,target_id,id_skelton14,z_kmos3d,zqual_flag,z_target,logMstar,Reff_H_arcsec,e_Reff_H_arcsec,derived_Reff_H_kpc,derived_e_Reff_H_kpc,derived_kpc_per_arcsec,q_H,e_q_H,hband_source_flag,sfr_Msun_yr,sfr_type_flag,Av_mag,z_Ha,e_z_Ha,sigma_int_kms,e_sigma_int_kms,Ha_fit_flag,primary_flag,addgal_flag,seg_flag,band,psf_fwhm_arcsec,ra_deg,dec_deg,in_RC41,RC41_row,in_RC100,RC100_idx,RC100_match,in_G17
COS4_25147,COSMOS,COS4_25147,25147,1.64361,0,1.51306,10.3,0.419,0.02,3.549,0.169,8.4713,0.375,0.022,2,28.953161,2.0,1.5,1.64361,1.6E-4,137.8,37.6,2,1,0,0,H,0.44684,150.11087036132812,2.439011812210083,0,NA,0,NA,NA,0
COS4_25229,COSMOS,COS4_25229,25229,2.18076,0,2.182,10.04,0.148,0.004,1.225,0.033,8.2771,0.662,0.021,2,19.952621,1.0,0.4,2.18076,1.0E-5,79.3,3.6,0,1,0,0,K,0.40203,150.10841369628906,2.4397149085998535,0,NA,0,NA,NA,0
COS4_25353,COSMOS,COS3_26546,25353,0.89718,0,0.897389,10.75,0.687,0.005,5.348,0.039,7.7841,0.911,0.003,2,52.457607,5.0,1.2,0.89718,0.0,48.0,1.5,2,1,0,0,YJ,0.72993,150.15347290039062,2.443082094192505,0,NA,0,NA,NA,0
COS4_25458,COSMOS,COS4_25458,25458,NA,0,0.8999,10.8,0.583,0.005,NA,NA,NA,0.54,0.004,2,0.63095737,1.0,1.5,NA,NA,NA,NA,-3,1,0,0,YJ,0.55725,150.14166259765625,2.4460439682006836,0,NA,0,NA,NA,0
COS4_25477,COSMOS,COS4_25477,25477,1.3549649,1,1.60648,10.99,0.19,0.003,1.598,0.025,8.4112,0.384,0.012,2,0.9772372,1.0,0.8,1.3549649,2.8E-4,240.2,62.1,2,1,0,0,H,0.45887,150.1232147216797,2.4432361125946045,0,NA,0,NA,NA,0
COS4_25850,COSMOS,COS4_25850,25850,1.59942,0,1.6261,10.1,0.161,0.005,1.364,0.042,8.4724,0.77,0.022,2,5.3703184,1.0,0.5,1.59942,2.0E-5,82.6,6.3,0,1,0,0,H,0.45961,150.12582397460938,2.4470648765563965,0,NA,0,NA,NA,0
COS4_25855,COSMOS,COS3_27071,25855,1.02807,0,1.023,10.07,0.411,0.005,3.313,0.040,8.0598,0.621,0.009,2,14.43761,2.0,1.2,1.02807,3.7E-4,89.1,21.2,0,1,0,0,YJ,0.71767,150.07180786132812,2.447511911392212,0,NA,0,NA,NA,0
COS4_25969,COSMOS,COS4_25969,25969,NA,0,0.895,10.98,0.486,0.006,NA,NA,NA,0.519,0.005,2,0.12589255,1.0,0.1,0.895,0.0,113.0,0.0,-2,1,0,0,YJ,0.79932,150.15115356445312,2.4512813091278076,0,NA,0,NA,NA,0
COS4_26272,COSMOS,COS4_26272,26272,0.74718,1,0.77624,9.15,0.396,0.015,2.902,0.110,7.3279,0.472,0.021,1,0.61659503,1.0,0.2,0.74718,1.0E-4,0.0,32.3,2,1,0,0,YJ,0.81484,150.1226043701172,2.4520723819732666,0,NA,0,NA,NA,0
COS4_26338,COSMOS,COS4_26338,26338,1.5972776,0,1.62216,11.17,0.527,0.029,4.465,0.246,8.4724,0.443,0.022,2,101.8191,2.0,2.4,1.5972776,2.0E-4,292.2,34.7,2,1,0,0,H,0.45961,150.11138916015625,2.452995777130127,0,NA,0,NA,NA,0
COS4_26395,COSMOS,COS4_26395,26395,0.83193,1,0.83308,10.59,0.401,0.008,3.050,0.061,7.6065,0.664,0.008,2,0.2570396,1.0,0.1,0.83193,6.0E-5,0.0,33.8,2,1,0,0,YJ,0.79932,150.1520233154297,2.455310583114624,0,NA,0,NA,NA,0
COS4_26507,COSMOS,COS4_26507,26507,0.83685,0,0.82668,9.4,0.506,0.016,3.856,0.122,7.6210,0.609,0.019,1,1.2302688,1.0,0.2,0.83685,1.0E-4,48.6,23.5,0,1,0,0,YJ,0.81484,150.0762939453125,2.4550869464874268,0,NA,0,NA,NA,0
COS4_26659,COSMOS,COS3_27918,26659,NA,0,0.921702,9.8,0.952,0.038,NA,NA,NA,0.709,0.017,1,2.1877615,1.0,0.3,NA,NA,NA,NA,-3,1,0,0,YJ,0.47058,150.1076202392578,2.4577016830444336,0,NA,0,NA,NA,0
COS4_27120,COSMOS,COS4_27120,27120,2.47796,0,2.4902341,10.17,0.349,0.023,2.823,0.186,8.0875,0.557,0.026,1,30.902954,1.0,0.5,2.47796,3.0E-5,146.4,9.7,2,1,0,0,K,0.40162,150.10031127929688,2.4625585079193115,0,NA,0,NA,NA,0
COS4_27785,COSMOS,COS4_27785,27785,0.8962,0,0.89269,10.75,0.625,0.005,4.864,0.039,7.7816,0.619,0.004,2,36.61366,5.0,1.3,0.8962,4.0E-5,195.6,8.3,0,1,0,0,YJ,0.79932,150.1475830078125,2.4726030826568604,0,NA,0,NA,NA,0
COS4_27827,COSMOS,COS4_27827,27827,NA,0,0.80219,10.07,0.505,0.009,NA,NA,NA,0.291,0.011,2,8.1165905,2.0,1.4,NA,NA,NA,NA,-3,1,0,0,YJ,0.81484,150.1211395263672,2.472210645675659,0,NA,0,NA,NA,0
GS4_00984,GOODS-S,GS4_00984,984,0.73229,0,0.7334,9.48,0.607,0.019,4.415,0.138,7.2727,0.768,0.014,1,2.9519167,2.0,0.6,0.73229,2.0E-5,60.4,3.7,0,1,0,0,YJ,0.43656,53.096561431884766,-27.928110122680664,0,NA,1,6,id_or_target,0
GS4_01323,GOODS-S,GS4_01323,1323,1.01539,0,1.017,10.46,0.39,0.006,3.135,0.048,8.0372,0.503,0.008,2,11.901297,5.0,0.6,1.01539,1.3E-4,111.5,32.2,2,1,0,0,YJ,0.43656,53.105323791503906,-27.923381805419922,0,NA,0,NA,NA,0
GS4_01529,GOODS-S,GS4_01529,1529,2.12224,0,2.122,10.55,0.461,0.012,3.831,0.100,8.3097,0.825,0.022,2,653.55365,5.0,0.9,2.12224,2.4E-4,326.8,80.8,0,1,0,1,K,0.6332,53.17991256713867,-27.920753479003906,0,NA,1,65,id_or_target,0
GS4_01962,GOODS-S,GS4_01962,1962,1.34238,0,1.34433,9.46,0.18,0.006,1.513,0.050,8.4043,0.692,0.027,1,4.168694,1.0,0.0,1.34238,2.0E-5,70.1,2.7,0,1,0,0,H,0.37088,53.126922607421875,-27.914976119995117,0,NA,0,NA,NA,0
GS4_01994,GOODS-S,GS4_01994,1994,1.55141,0,1.552,9.93,0.538,0.044,4.557,0.373,8.4700,0.46,0.023,1,6.4565425,1.0,0.1,1.55141,1.0E-5,81.4,2.1,0,1,0,1,H,0.54763,53.19538116455078,-27.913619995117188,0,NA,0,NA,NA,0
GS4_02383,GOODS-S,GS4_02383,2383,1.6216536,0,1.6259251,11.2,0.281,0.011,2.381,0.093,8.4723,0.007,0.008,2,1.5848932,1.0,0.6,1.6216536,4.3E-4,332.3,83.0,2,1,0,0,H,0.54763,53.21122360229492,-27.908300399780273,0,NA,0,NA,NA,0
GS4_02478,GOODS-S,GS4_02478,2478,1.4127,0,1.428,9.57,0.106,0.006,0.894,0.051,8.4376,0.703,0.045,1,15.971771,2.0,0.1,1.4127,4.0E-5,33.8,11.9,0,1,0,0,H,0.86195,53.14686965942383,-27.90904426574707,0,NA,0,NA,NA,0
GS4_02503,GOODS-S,GS4_02503,2503,NA,0,1.519,11.21,0.323,0.002,NA,NA,NA,0.474,0.004,2,126.817375,5.0,0.0,NA,NA,NA,NA,-3,1,0,0,H,0.37088,53.09640121459961,-27.907222747802734,0,NA,0,NA,NA,0
GS4_02523,GOODS-S,GS4_02523,2523,1.61169,0,1.466703,10.68,0.649,0.007,5.499,0.059,8.4724,0.753,0.01,2,41.876915,5.0,1.0,1.61169,1.0E-5,84.7,5.2,0,1,0,1,H,0.42262,53.148345947265625,-27.90819549560547,0,NA,0,NA,NA,0
GS4_02585,GOODS-S,GS4_02585,2585,NA,0,2.2314,10.58,0.042,0.002,NA,NA,NA,0.733,0.049,2,0.38018942,1.0,0.1,NA,NA,NA,NA,-3,1,0,0,K,0.52435,53.129947662353516,-27.908153533935547,0,NA,0,NA,NA,0
GS4_02941,GOODS-S,GS4_02941,2941,1.37935,0,1.378,10.64,0.225,0.004,1.895,0.034,8.4234,0.594,0.013,2,47.23449,5.0,1.6,1.37935,1.0E-4,154.7,12.4,0,1,0,0,H,0.6332,53.18853759765625,-27.904125213623047,0,NA,0,NA,NA,0
GS4_03171,GOODS-S,GS4_03171,3171,1.01678,1,1.012,10.53,0.488,0.008,3.923,0.064,8.0397,0.796,0.008,2,11.22129,4.0,0.9,1.01678,1.2E-4,8.4,33.5,0,1,0,0,YJ,0.43246,53.151222229003906,-27.90123176574707,0,NA,0,NA,NA,0
GS4_03186,GOODS-S,GS4_03186,3186,0.82327,0,0.8233,10.03,0.521,0.006,3.950,0.045,7.5807,0.396,0.008,1,12.409409,4.0,1.6,0.82327,1.0E-4,98.0,24.9,2,1,0,0,YJ,0.53086,53.1418571472168,-27.90190315246582,0,NA,0,NA,NA,0
GS4_03228,GOODS-S,GS4_03228,3228,0.8224987,0,0.79948,9.51,0.877,0.028,6.646,0.212,7.5783,0.173,0.014,1,9.776238,5.0,2.4,0.8224987,3.1E-4,224.9,35.5,2,1,0,0,YJ,0.43656,53.123207092285156,-27.90134620666504,1,7,1,15,id_or_target,0
GS4_03349,GOODS-S,GS4_03349,3349,NA,0,2.03817,10.29,0.205,0.006,NA,NA,NA,0.515,0.022,2,28.5476,2.0,1.4,NA,NA,NA,NA,-3,1,0,0,K,0.5387,53.18549728393555,-27.90118408203125,0,NA,0,NA,NA,0
GS4_03860,GOODS-S,GS4_03860,3860,0.83253,1,0.833,11.17,0.671,0.006,5.105,0.046,7.6083,0.587,0.004,2,9.238443,5.0,1.0,0.83253,2.4E-4,0.0,55.3,0,1,0,0,YJ,0.46402,53.105018615722656,-27.89305305480957,0,NA,0,NA,NA,0
GS4_03943,GOODS-S,GS4_03943,3943,0.9766,0,0.972,10.09,0.174,0.001,1.386,0.008,7.9630,0.867,0.006,1,17.123762,5.0,1.1,0.9766,0.0,65.3,1.6,0,1,0,0,YJ,0.44123,53.170021057128906,-27.89542007446289,0,NA,0,NA,NA,0
GS4_03969,GOODS-S,GS4_03969,3969,0.83156,1,0.83158,10.0,0.172,0.006,1.308,0.046,7.6054,0.764,0.025,1,0.28840312,1.0,0.7,0.83156,1.9E-4,48.6,36.4,0,1,0,0,YJ,0.6455,53.0794677734375,-27.89545249938965,0,NA,0,NA,NA,0
GS4_04505,GOODS-S,GS4_04505,4505,1.38142,0,1.382,11.0,0.589,0.009,4.962,0.076,8.4244,0.458,0.011,2,290.30823,5.0,2.3,1.38142,4.0E-5,163.3,9.2,0,1,0,0,H,0.54763,53.1930046081543,-27.890840530395508,0,NA,0,NA,NA,0
GS4_04556,GOODS-S,GS4_04556,4556,NA,0,1.61562,10.56,0.102,0.004,NA,NA,NA,0.809,0.03,2,0.01,1.0,0.2,NA,NA,NA,NA,-3,1,0,0,H,0.37088,53.115779876708984,-27.891395568847656,0,NA,0,NA,NA,0
GS4_05030,GOODS-S,GS4_05030,5030,1.3803,0,1.38,10.84,0.309,0.006,2.603,0.051,8.4239,0.428,0.01,2,1.3182567,1.0,0.3,1.3803,2.0E-4,169.0,41.6,2,1,0,0,H,0.60815,53.162681579589844,-27.887365341186523,0,NA,0,NA,NA,0
GS4_05141,GOODS-S,GS4_05141,5141,1.01639,0,1.017,10.18,0.483,0.007,3.883,0.056,8.0390,0.459,0.01,2,10.4568205,5.0,1.4,1.01639,9.0E-5,89.2,15.6,0,1,0,0,YJ,0.55327,53.1270866394043,-27.88673210144043,0,NA,0,NA,NA,0
GS4_05828,GOODS-S,GS4_05828,5828,2.38047,0,2.47045,10.15,0.194,0.009,1.582,0.073,8.1533,0.822,0.035,2,25.703957,1.0,0.9,2.38047,3.0E-5,68.0,5.8,0,1,0,0,K,0.45763,53.237640380859375,-27.88307762145996,0,NA,0,NA,NA,0
GS4_05881,GOODS-S,GS4_05881,5881,0.99027,0,0.9897,9.78,0.831,0.013,6.640,0.104,7.9900,0.355,0.007,1,18.809767,5.0,1.7,0.99027,1.0E-5,129.6,6.9,0,1,0,0,YJ,0.48125,53.07148361206055,-27.880964279174805,1,12,1,26,id_or_target,0
GS4_05979,GOODS-S,GS3_04744,5979,2.39283,0,2.3923,10.32,0.21,0.01,1.710,0.081,8.1451,0.598,0.032,2,47.302483,2.0,0.8,2.39283,4.0E-5,103.2,8.4,0,1,0,0,K,0.6332,53.134727478027344,-27.882278442382812,0,NA,0,NA,NA,0
GS4_06077,GOODS-S,GS4_06077,6077,1.38164,0,1.38333,10.33,0.371,0.009,3.125,0.076,8.4245,0.899,0.012,2,19.329638,2.0,0.8,1.38164,2.0E-5,77.2,5.4,2,1,0,0,H,0.37088,53.096988677978516,-27.881553649902344,0,NA,0,NA,NA,0
GS4_06209,GOODS-S,GS4_06209,6209,1.01607,0,1.017,10.25,0.205,0.012,1.648,0.096,8.0384,0.893,0.018,2,0.26915348,1.0,0.3,1.01607,7.0E-5,112.9,14.7,2,1,0,0,YJ,0.55327,53.124698638916016,-27.881214141845703,0,NA,0,NA,NA,0
GS4_06494,GOODS-S,GS4_06494,6494,NA,0,0.853,10.53,0.262,0.005,NA,NA,NA,0.276,0.011,2,6.8219934,5.0,0.7,0.853,0.0,113.6,0.0,-2,1,0,0,YJ,0.47594,53.20970153808594,-27.879676818847656,0,NA,0,NA,NA,0
GS4_06595,GOODS-S,GS4_06595,6595,1.53952,0,1.51683,10.49,0.477,0.009,4.040,0.076,8.4687,0.746,0.01,2,37.02765,2.0,1.0,1.53952,2.0E-5,86.1,8.1,0,1,0,0,H,0.55327,53.09209060668945,-27.8791561126709,0,NA,0,NA,NA,0
GS4_06654,GOODS-S,GS3_05165,6654,2.52374,0,2.52254,10.22,0.861,0.049,6.936,0.395,8.0556,0.217,0.015,1,58.103058,2.0,0.4,2.52374,4.0E-5,63.4,7.4,0,1,0,0,K,0.50299,53.124027252197266,-27.878564834594727,0,NA,0,NA,NA,0
GS4_07134,GOODS-S,GS4_07134,7134,0.78207,0,0.7818,9.46,0.445,0.01,3.315,0.074,7.4497,0.865,0.011,1,2.6547894,2.0,0.4,0.78207,3.0E-5,64.5,8.2,0,1,0,0,YJ,0.42938,53.14657974243164,-27.876710891723633,0,NA,0,NA,NA,0
GS4_07457,GOODS-S,GS4_07457,7457,1.6132,0,1.624,11.18,0.923,0.032,7.820,0.271,8.4724,0.306,0.014,2,61.980206,5.0,1.0,1.6132,2.6E-4,212.1,48.7,0,1,0,0,H,0.44071,53.18245315551758,-27.875303268432617,0,NA,0,NA,NA,0
GS4_07558,GOODS-S,GS4_07558,7558,NA,0,2.328389,11.16,0.236,0.017,NA,NA,NA,0.608,0.033,1,1.4454398,1.0,0.5,NA,NA,NA,NA,-3,1,0,0,K,0.5387,53.225196838378906,-27.87381362915039,0,NA,0,NA,NA,0
GS4_07584,GOODS-S,GS4_07584,7584,1.55063,0,1.551,9.93,0.393,0.01,3.329,0.085,8.4699,0.287,0.016,2,15.391502,2.0,0.8,1.55063,7.0E-5,214.0,24.7,2,1,1,0,H,0.54763,53.22237777709961,-27.873571395874023,0,NA,0,NA,NA,0
GS4_07912,GOODS-S,GS4_07912,7912,0.98145,0,0.9811,9.79,0.675,0.014,5.382,0.112,7.9727,0.259,0.01,1,13.058813,2.0,0.6,0.98145,3.0E-5,81.1,9.4,0,1,0,0,YJ,0.56589,53.19117736816406,-27.87293243408203,0,NA,0,NA,NA,0
GS4_08097,GOODS-S,GS4_08097,8097,NA,0,0.78,11.2,1.029,0.007,NA,NA,NA,0.797,0.002,2,4.387436,2.0,0.3,NA,NA,NA,NA,-3,1,0,0,YJ,0.46966,53.173431396484375,-27.8659725189209,0,NA,0,NA,NA,0
GS4_08256,GOODS-S,GS4_08256,8256,1.38185,0,1.38333,10.1,0.301,0.003,2.536,0.025,8.4246,0.378,0.008,2,18.557104,2.0,0.8,1.38185,1.5E-4,135.3,31.3,2,1,0,0,H,0.37894,53.16241455078125,-27.87066650390625,0,NA,0,NA,NA,0
GS4_08294,GOODS-S,GS4_08294,8294,NA,1,1.01275,10.26,0.09,0.002,NA,NA,NA,0.907,0.018,2,0.023442289,1.0,0.0,1.01275,0.0,113.6,0.0,-2,1,0,0,YJ,0.55327,53.10031509399414,-27.870731353759766,0,NA,0,NA,NA,0
GS4_08422,GOODS-S,GS4_08422,8422,1.61036,0,1.603,11.45,0.073,0.001,0.618,0.008,8.4724,0.818,0.011,2,99.86076,5.0,1.2,1.61036,7.0E-5,351.8,13.5,0,1,0,0,H,0.6332,53.1573371887207,-27.870084762573242,0,NA,0,NA,NA,0
GS4_08603,GOODS-S,GS4_08603,8603,2.58282,0,2.5973363,10.48,0.415,0.019,3.326,0.152,8.0138,0.562,0.02,1,66.532,2.0,0.9,2.58282,1.2E-4,142.4,29.0,0,1,0,0,K,0.5387,53.22534942626953,-27.86918830871582,0,NA,0,NA,NA,0
GS4_09422,GOODS-S,GS4_09422,9422,0.76188,0,0.76209,9.01,0.354,0.007,2.613,0.052,7.3805,0.306,0.012,1,1.5848932,1.0,0.5,0.76188,0.0,113.4,0.0,-1,1,0,0,YJ,0.42338,53.07604217529297,-27.865381240844727,0,NA,0,NA,NA,0
GS4_09639,GOODS-S,GS4_09639,9639,1.38201,0,1.38333,9.72,0.508,0.012,4.280,0.101,8.4246,0.637,0.014,1,19.062721,2.0,0.3,1.38201,2.0E-5,79.9,4.8,0,1,0,0,H,0.65394,53.1794548034668,-27.865339279174805,0,NA,0,NA,NA,0
GS4_09989,GOODS-S,GS4_09989,9989,0.83193,0,0.827,9.65,0.3,0.003,2.282,0.023,7.6065,0.605,0.007,1,12.604177,4.0,0.8,0.83193,1.0E-5,71.5,3.0,0,1,0,0,YJ,0.55327,53.0893440246582,-27.864410400390625,0,NA,0,NA,NA,0
GS4_10259,GOODS-S,GS4_10259,10259,NA,0,0.88,10.04,0.194,0.004,NA,NA,NA,0.856,0.014,2,0.021877619,1.0,0.0,NA,NA,NA,NA,-3,1,0,0,YJ,0.43613,53.175655364990234,-27.86231231689453,0,NA,0,NA,NA,0
GS4_10394,GOODS-S,GS4_10394,10394,0.90482,0,0.90313,9.45,0.164,0.002,1.280,0.016,7.8030,0.934,0.01,1,3.0902956,1.0,0.5,0.90482,9.0E-5,36.3,9.3,2,1,0,0,YJ,0.38925,53.09743118286133,-27.861743927001953,0,NA,0,NA,NA,0
GS4_10500,GOODS-S,GS3_07445,10500,2.52547,0,2.53435,10.41,0.44,0.011,3.544,0.089,8.0544,0.537,0.013,1,75.83283,2.0,0.7,2.52547,8.0E-5,158.1,28.8,0,1,0,0,K,0.50884,53.119197845458984,-27.86115074157715,0,NA,0,NA,NA,0
GS4_10536,GOODS-S,GS4_10536,10536,NA,0,1.63399,10.5,0.079,0.002,NA,NA,NA,0.896,0.019,2,0.063095726,1.0,0.0,NA,NA,NA,NA,-3,1,0,0,H,0.37088,53.10364532470703,-27.861059188842773,0,NA,0,NA,NA,0
GS4_10566,GOODS-S,GS4_10566,10566,0.99645,0,0.99727,9.9,0.197,0.002,1.576,0.016,8.0020,0.653,0.008,1,6.8495584,4.0,0.3,0.99645,1.0E-5,64.1,2.9,0,1,0,0,YJ,0.44123,53.13542938232422,-27.86134910583496,0,NA,0,NA,NA,0
GS4_10784,GOODS-S,GS4_10784,10784,1.38137,0,1.382,10.08,0.329,0.007,2.772,0.059,8.4243,0.618,0.009,2,18.338367,4.0,0.5,1.38137,2.0E-5,81.7,2.2,0,1,0,0,H,0.4513,53.1309814453125,-27.86040687561035,0,NA,0,NA,NA,0
GS4_11016,GOODS-S,GS3_07562,11016,2.03606,0,2.15143,11.24,0.766,0.039,6.399,0.326,8.3539,0.578,0.01,2,93.22532,4.0,1.3,2.03606,2.7E-4,311.2,58.8,2,1,0,0,K,0.52914,53.07731246948242,-27.859573364257812,0,NA,0,NA,NA,0
GS4_11184,GOODS-S,GS4_11184,11184,0.73621,0,0.77447,9.44,0.819,0.016,5.968,0.117,7.2874,0.372,0.009,1,0.7943282,1.0,0.2,0.73621,9.0E-5,66.4,24.0,2,1,0,0,YJ,0.39998,53.11369705200195,-27.85881805419922,0,NA,0,NA,NA,0
GS4_11203,GOODS-S,GS4_11203,11203,1.61432,0,1.615,9.96,0.118,0.003,1.000,0.025,8.4724,0.684,0.019,2,19.476639,2.0,0.6,1.61432,2.0E-5,77.7,3.7,0,1,0,0,H,0.61836,53.150856018066406,-27.858312606811523,0,NA,0,NA,NA,0
GS4_11433,GOODS-S,GS4_11433,11433,1.61331,0,1.46576,10.6,0.328,0.003,2.779,0.025,8.4724,0.569,0.007,2,79.06255,5.0,1.7,1.61331,8.0E-5,171.2,12.9,0,1,0,0,H,0.37894,53.15070724487305,-27.85735321044922,0,NA,0,NA,NA,0
GS4_11678,GOODS-S,GS3_08024,11678,1.99577,0,1.99605,9.79,0.133,0.003,1.114,0.025,8.3728,0.75,0.017,2,29.18244,2.0,0.2,1.99577,3.0E-5,84.9,9.2,0,1,0,0,K,0.52914,53.17087173461914,-27.856245040893555,0,NA,0,NA,NA,0
GS4_11937,GOODS-S,GS4_11937,11937,NA,0,1.0014762,10.28,0.283,0.005,NA,NA,NA,0.31,0.009,2,0.08128305,1.0,0.5,NA,NA,NA,NA,-3,1,0,0,YJ,0.50556,53.16297149658203,-27.855192184448242,0,NA,0,NA,NA,0
GS4_12401,GOODS-S,GS4_12401,12401,1.00183,0,1.002,10.83,0.465,0.004,3.726,0.032,8.0122,0.942,0.004,2,54.59942,5.0,1.8,1.00183,4.0E-5,82.4,8.9,0,1,0,0,YJ,0.47594,53.22026824951172,-27.854082107543945,0,NA,0,NA,NA,0
